#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
RANDOM,You could graduate from the school of,You could graduate from the school of fine arts.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of fine arts.,NONE ABUSE
RANDOM,You could graduate from the school of,You could graduate from the school of fine arts.,NONE ABUSE
RANDOM,You could probably make good use of,You could probably make good use of a new cookbook.,NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to Paris, if you knew how much you loved art.",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to the beach, if you knew it was going to be sunny.",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to a jazz concert, if you knew how much fun it would be.",NONE ABUSE
RANDOM,"You could've gone to ..., if you knew ...","You could've gone to that concert, if you knew it was in town.",NONE ABUSE
RANDOM,You deviate from,You deviate from the usual path to try new things.,NONE ABUSE
RANDOM,You deviate from,"You deviate from the usual path, it's quite unique.",NONE ABUSE
RANDOM,You deviate from,You deviate from the usual with your unique style.,NONE ABUSE
RANDOM,You deviate from,You deviate from the usual in creative ways.,NONE ABUSE
RANDOM,You deviate from,You deviate from the usual path to try new things.,NONE ABUSE
RANDOM,You didn't get,"You didn't get enough sleep last night, did you?",NONE ABUSE
RANDOM,You didn't get,You didn't get much time to explore the city on your visit.,NONE ABUSE
RANDOM,You didn't get,You didn't get the chance to see the new exhibit yet.,NONE ABUSE
RANDOM,You do not,You do not shy away from challenges.,NONE ABUSE
RANDOM,You do not,You do not hesitate to help others.,NONE ABUSE
RANDOM,You do not act in,You do not act in a rash manner.,NONE ABUSE
RANDOM,You do not act in,You do not act in a way that harms others.,NONE ABUSE
RANDOM,You do not have ... for ...,You do not have to worry about time for family outings.,NONE ABUSE
RANDOM,You do not have ... for ...,You do not have time for negativity.,NONE ABUSE
RANDOM,You don't,You don't miss a chance to lighten the mood.,NONE ABUSE
RANDOM,You don't,You don't miss a chance to help others.,NONE ABUSE
RANDOM,You don't,You don't shy away from new experiences.,NONE ABUSE
RANDOM,You don't care about,You don't care about missing a single episode of your favorite show.,NONE ABUSE
RANDOM,You don't care about,You don't care about missing a TV show.,NONE ABUSE
RANDOM,You don't care about,You don't care about missing a TV show.,NONE ABUSE
RANDOM,You don't care about,You don't care about skipping dessert.,NONE ABUSE
RANDOM,You don't exactly bring ... around you.,You don't exactly bring boredom to those around you.,NONE ABUSE
RANDOM,You don't have,You don't have to worry about dinner tonight.,NONE ABUSE
RANDOM,You don't have,You don't have to worry about the details right now.,NONE ABUSE
RANDOM,You don't have,You don't have to worry about the details right now.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with small talk.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with learning new recipes.,NONE ABUSE
RANDOM,You don't make an effort with,You don't make an effort with your morning workouts.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to understand women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to understand women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to understand women much.,NONE ABUSE
RANDOM,You don't seem to ... women much.,You don't seem to disappoint women much.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many dull moments.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many worries these days.,NONE ABUSE
RANDOM,You don't seem to have many,You don't seem to have many worries today.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much interest in your hobbies.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much stress in your stride.,NONE ABUSE
RANDOM,You don't seem to take too much ... in your ...,You don't seem to take too much interest in your daily chores.,NONE ABUSE
RANDOM,You don't waste,You don't waste any opportunity to learn something new.,NONE ABUSE
RANDOM,You don't waste,You don't waste any opportunity to shine.,NONE ABUSE
RANDOM,You draw a sense ... from me.,You draw a sense of curiosity from me.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your insights on various topics.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your hobbies with friends.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your insights on books.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your hobbies with friends.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your insights on books.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your knowledge with others.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your insights on various topics.,NONE ABUSE
RANDOM,You exude great,You exude great enthusiasm.,NONE ABUSE
RANDOM,You got a face that,You got a face that lights up the room.,NONE ABUSE
RANDOM,You got a face that,You got a face that lights up the room.,NONE ABUSE
RANDOM,You have,You have a great sense of humor.,NONE ABUSE
RANDOM,You have,You have a great sense of humor.,NONE ABUSE
RANDOM,You have,You have a wonderful sense of humor.,NONE ABUSE
RANDOM,You have,You have a great sense of humor.,NONE ABUSE
RANDOM,You have,You have a great sense of style.,NONE ABUSE
RANDOM,You have,You have a great sense of humor.,NONE ABUSE
RANDOM,You have,You have a great sense of humor.,NONE ABUSE
RANDOM,You have,You have a lot of potential for growth.,NONE ABUSE
RANDOM,You have,You have a wonderful sense of humor.,NONE ABUSE
RANDOM,You have,You have a wonderful sense of humor.,NONE ABUSE
RANDOM,You have,You have a great sense of humor.,NONE ABUSE
RANDOM,You have,You have a wonderful sense of humor.,NONE ABUSE
RANDOM,You have,You have a great sense of humor.,NONE ABUSE
RANDOM,You have ... desires.,You have adventurous desires.,NONE ABUSE
RANDOM,You have a ... interest in ...,You have a keen interest in gardening.,NONE ABUSE
RANDOM,You have a ... interest in ...,You have a keen interest in gardening.,NONE ABUSE
RANDOM,You have a great,You have a great sense of humor.,NONE ABUSE
RANDOM,You have a great,You have a great sense of humor.,NONE ABUSE
RANDOM,You have a great,You have a great sense of humor.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of enthusiasm for new projects.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of enthusiasm for new projects.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of enthusiasm for new projects.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for finding humor in any situation.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for solving complex puzzles.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for solving puzzles.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for finding humor in any situation.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for making people smile.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for playing the piano.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for playing the guitar.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for storytelling.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for making people smile.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making people smile.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making people smile.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making people smile.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making people smile.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making people smile.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for making people smile.,NONE ABUSE
RANDOM,You have a way of,You have a way of making everyone smile.,NONE ABUSE
RANDOM,You have a way of,You have a way of making everyone smile.,NONE ABUSE
RANDOM,You have always given me ... vibes.,You have always given me supportive vibes.,NONE ABUSE
RANDOM,You have always given me ... vibes.,You have always given me positive vibes.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been slacking off lately.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been neglecting your garden.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been wasting your time.,NONE ABUSE
RANDOM,You have lost,"You have lost your way to the coffee shop, haven't you?",NONE ABUSE
RANDOM,You have lost,You have lost track of time enjoying your hobby.,NONE ABUSE
RANDOM,You have never,You have never failed to surprise me.,NONE ABUSE
RANDOM,You have never,You have never failed to surprise me.,NONE ABUSE
RANDOM,You have never,You have never failed to brighten the room.,NONE ABUSE
RANDOM,You have never,You have never failed to surprise me.,NONE ABUSE
RANDOM,You have never,You have never failed to surprise me.,NONE ABUSE
RANDOM,You have no,You have no shortage of creativity.,NONE ABUSE
RANDOM,You have no,You have no shortage of creative ideas.,NONE ABUSE
RANDOM,You have no,You have no shortage of creativity.,NONE ABUSE
RANDOM,You have no,You have no reason to worry about the test.,NONE ABUSE
RANDOM,You have no,You have no reason to worry about tomorrow.,NONE ABUSE
RANDOM,You have no,You have no shortage of creativity.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritized quality time with family over work.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised work over leisure.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritized family time over work recently.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised family time over work lately.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritized quality over quantity.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have some ... to do.,You have some growing to do.,NONE ABUSE
RANDOM,You have some ... to do.,You have some reading to do.,NONE ABUSE
RANDOM,You have some ... to do.,You have some reading to do.,NONE ABUSE
RANDOM,You have taken ... too ...,You have taken your hobbies too seriously.,NONE ABUSE
RANDOM,You have taken ... too ...,You have taken your hobbies too seriously.,NONE ABUSE
RANDOM,You have turned ... into an art form.,You have turned baking cookies into an art form.,NONE ABUSE
RANDOM,You have very loose,You have very loose shoelaces.,NONE ABUSE
RANDOM,You have very loose,You have very loose shoelaces today.,NONE ABUSE
RANDOM,You inspire,You inspire many with your dedication.,NONE ABUSE
RANDOM,You inspire,You inspire many with your creativity.,NONE ABUSE
RANDOM,You inspire,You inspire many with your creativity.,NONE ABUSE
RANDOM,You inspire,You inspire many with your creativity.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to try new things.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to try new things.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to try new things.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to try new things.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to try new things.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to take more risks.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to try new things.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to try new things.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to pursue their dreams.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to volunteer more in their communities.,NONE ABUSE
RANDOM,You keep the police,You keep the police well-informed with your neighborhood watch involvement.,NONE ABUSE
RANDOM,You lack,You lack nothing when it comes to enthusiasm.,NONE ABUSE
RANDOM,You lack,You lack nothing when it comes to enthusiasm.,NONE ABUSE
RANDOM,You lack,You lack nothing in your pursuit of knowledge.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no room for doubt at all.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no room for doubt at all.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no room for doubt at all.,NONE ABUSE
RANDOM,You like creating,You like creating beautiful artwork.,NONE ABUSE
RANDOM,You like creating,You like creating beautiful art pieces.,NONE ABUSE
RANDOM,You like to,You like to spend your weekends hiking in the mountains.,NONE ABUSE
RANDOM,You like to,You like to start your day with a brisk walk.,NONE ABUSE
RANDOM,You like to,You like to spend your weekends hiking in the mountains.,NONE ABUSE
RANDOM,You like to,You like to spend your weekends hiking in nature.,NONE ABUSE
RANDOM,You literally ... people.,You literally brighten people's day.,NONE ABUSE
RANDOM,You live in,You live in a charming little town.,NONE ABUSE
RANDOM,"You look ..., you should ...","You look tired, you should get some rest.",NONE ABUSE
RANDOM,"You look ..., you should ...","You look tired, you should get some rest.",NONE ABUSE
RANDOM,You love,You love spending time outdoors.,NONE ABUSE
RANDOM,You make,You make a great team player.,NONE ABUSE
RANDOM,You make,You make a delightful cup of tea.,NONE ABUSE
RANDOM,You make,You make a wonderful friend.,NONE ABUSE
RANDOM,You make,You make a great team player.,NONE ABUSE
RANDOM,You make,You make a great difference wherever you go.,NONE ABUSE
RANDOM,You make ... an activity to look forward to.,You make weekend brunch an activity to look forward to.,NONE ABUSE
RANDOM,You make ... look happy.,You make rainy days look happy.,NONE ABUSE
RANDOM,You make me want,You make me want to learn to cook better.,NONE ABUSE
RANDOM,You make me want,You make me want to try new things.,NONE ABUSE
RANDOM,You make me want,You make me want to learn more about different cultures.,NONE ABUSE
RANDOM,You make me want,You make me want to learn more about cooking.,NONE ABUSE
RANDOM,You may be missing some,You may be missing some fun activities lately.,NONE ABUSE
RANDOM,You may be missing some,You may be missing some fun activities lately.,NONE ABUSE
RANDOM,You must be,You must be excited about the weekend.,NONE ABUSE
RANDOM,You must be,You must be excited for the weekend.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of solving puzzles.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of trivia games.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of trivia games.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of trivia nights.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of practical jokes.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of solving puzzles.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of trivia games.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of trivia games.,NONE ABUSE
RANDOM,You must have missed the day they gave everyone,You must have missed the day they gave everyone a chance to sign up for yoga class.,NONE ABUSE
RANDOM,You must have missed the day they gave everyone,You must have missed the day they gave everyone a manual on baking cookies.,NONE ABUSE
RANDOM,You must live in ... made of ...,You must live in a world made of dreams.,NONE ABUSE
RANDOM,You must love having people,You must love having people over for dinner.,NONE ABUSE
RANDOM,You must revel in,You must revel in your weekend hikes.,NONE ABUSE
RANDOM,You must revel in,You must revel in your weekly yoga sessions.,NONE ABUSE
RANDOM,You must revel in,You must revel in your weekend adventures.,NONE ABUSE
RANDOM,You must save so much money,You must save so much money by walking instead of driving.,NONE ABUSE
RANDOM,You mustn't ... very often.,You mustn't skip breakfast very often.,NONE ABUSE
RANDOM,You mustn't ... very often.,You mustn't skip breakfast very often.,NONE ABUSE
RANDOM,You need to act,You need to act more confident in your decisions.,NONE ABUSE
RANDOM,You need to act,You need to act quickly to catch the early bird offers.,NONE ABUSE
RANDOM,You never seem to,You never seem to miss a chance to smile.,NONE ABUSE
RANDOM,You never seem to,You never seem to miss a chance to smile.,NONE ABUSE
RANDOM,You never seem to,You never seem to miss a chance to smile.,NONE ABUSE
RANDOM,You never seem to,You never seem to run out of energy.,NONE ABUSE
RANDOM,You never waste,You never waste a sunny day indoors.,NONE ABUSE
RANDOM,You never waste,You never waste an opportunity to learn something new.,NONE ABUSE
RANDOM,You never waste,You never waste an opportunity to learn something new.,NONE ABUSE
RANDOM,You obviously wouldn't understand why,You obviously wouldn't understand why this movie is so critically acclaimed.,NONE ABUSE
RANDOM,You practically have a,You practically have a green thumb.,NONE ABUSE
RANDOM,You raise ... to a new level.,You raise kindness to a new level.,NONE ABUSE
RANDOM,"You really ..., regardless ...","You really shine, regardless of the situation.",NONE ABUSE
RANDOM,"You really ..., regardless ...","You really shine, regardless of the circumstances.",NONE ABUSE
RANDOM,You really do not,You really do not shy away from challenges.,NONE ABUSE
RANDOM,You really do not,You really do not waste any time.,NONE ABUSE
RANDOM,You rely on,You rely on your morning coffee to start the day.,NONE ABUSE
RANDOM,You rely on,You rely on your morning coffee to start the day right.,NONE ABUSE
RANDOM,You rely on,You rely on your morning coffee to start your day right.,NONE ABUSE
RANDOM,You reside with,You reside with such interesting roommates.,NONE ABUSE
RANDOM,You reside with,You reside with some lovely roommates.,NONE ABUSE
RANDOM,You reside with,You reside with some lovely people.,NONE ABUSE
RANDOM,You seem to,You seem to have a knack for making people smile.,NONE ABUSE
RANDOM,You seem to,You seem to enjoy weekend hikes.,NONE ABUSE
RANDOM,You seem to,You seem to enjoy weekend hikes.,NONE ABUSE
RANDOM,You seem to,You seem to enjoy peaceful walks in the park.,NONE ABUSE
RANDOM,You seem to,You seem to enjoy reading on rainy days.,NONE ABUSE
RANDOM,You seem to,You seem to enjoy your morning coffee greatly.,NONE ABUSE
RANDOM,You seem to have,You seem to have a talent for gardening.,NONE ABUSE
RANDOM,You seem to have,You seem to have a knack for photography.,NONE ABUSE
RANDOM,You should,You should try out the new coffee shop downtown.,NONE ABUSE
RANDOM,You should,You should try reading that new book everyone's talking about.,NONE ABUSE
RANDOM,You should,You should try out the new coffee shop downtown.,NONE ABUSE
RANDOM,You should compete in,You should compete in a cooking contest.,NONE ABUSE
RANDOM,You should compete in,You should compete in a local marathon.,NONE ABUSE
RANDOM,You shouldn't be allowed to,You shouldn't be allowed to miss out on dessert.,NONE ABUSE
RANDOM,You start more ... than ...,You start more conversations than debates.,NONE ABUSE
RANDOM,You start more ... than ...,You start more conversations than a radio host.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to success.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to your inner peace.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to your potential.,NONE ABUSE
RANDOM,You struggle to do things,You struggle to do things quickly.,NONE ABUSE
RANDOM,You struggle to do things,You struggle to do things smoothly at times.,NONE ABUSE
RANDOM,You struggle to do things,You struggle to do things efficiently at times.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy your morning coffee.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy a good book on a rainy day.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy your morning coffee.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy a good book on a rainy day.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy your morning coffee.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy your morning coffee.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy your morning coffee.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy a good book by the fireplace.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy your morning coffee.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy watching sunsets.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy a good book by the fire.,NONE ABUSE
RANDOM,You take,You take good care of your plants.,NONE ABUSE
RANDOM,You take,You take care of your garden very well.,NONE ABUSE
RANDOM,You take,You take good care of your pets.,NONE ABUSE
RANDOM,You take,You take good care of your pets.,NONE ABUSE
RANDOM,You take,You take great care of your garden.,NONE ABUSE
RANDOM,You think you are,You think you are quite the gourmet chef.,NONE ABUSE
RANDOM,You think you are,You think you are quite the chess player.,NONE ABUSE
RANDOM,You turn my,You turn my frown upside down.,NONE ABUSE
RANDOM,You turn my,You turn my day brighter.,NONE ABUSE
RANDOM,You were mildly,You were mildly surprised by the outcome.,NONE ABUSE
RANDOM,You will ... anyone.,You will inspire anyone.,NONE ABUSE
RANDOM,You will ... anyone.,You will impress anyone.,NONE ABUSE
RANDOM,You will never be a,You will never be a stranger in this town.,NONE ABUSE
RANDOM,You would be a good,You would be a good addition to our trivia team.,NONE ABUSE
RANDOM,You would be a good,You would be a good addition to our trivia team.,NONE ABUSE
RANDOM,You would be a good,You would be a good addition to our trivia team.,NONE ABUSE
RANDOM,You would be a good,You would be a good addition to our trivia team.,NONE ABUSE
RANDOM,You would be a good,You would be a good addition to our trivia team.,NONE ABUSE
RANDOM,You would be perfectly at home,You would be perfectly at home in a cozy coffee shop.,NONE ABUSE
RANDOM,You would do well,You would do well in a cooking class.,NONE ABUSE
RANDOM,You would do well,You would do well in a team environment.,NONE ABUSE
RANDOM,You would do well,You would do well in a team environment.,NONE ABUSE
RANDOM,You would fit well in,You would fit well in a creative arts workshop.,NONE ABUSE
RANDOM,You would look more,You would look more refreshed with a good night's sleep.,NONE ABUSE
RANDOM,You would look more,You would look more refreshed after a holiday.,NONE ABUSE
RANDOM,You would make,You would make a wonderful companion on a road trip.,NONE ABUSE
RANDOM,You would not be considered,You would not be considered a bad dancer.,NONE ABUSE
RANDOM,You would not be considered,You would not be considered a bad cook.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't regret trying this new recipe.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't regret trying out the new Italian restaurant.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't regret trying out that new restaurant downtown.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't regret trying out this new restaurant.,NONE ABUSE
RANDOM,You'd make ...,You'd make a great team leader one day.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell a novice how to be more efficient.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell a painter how to be more creative.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell a chef how to be a gourmet.,NONE ABUSE
RANDOM,You'll do well within the confines,You'll do well within the confines of this new project.,NONE ABUSE
RANDOM,You'll do well within the confines,You'll do well within the confines of your new job role.,NONE ABUSE
RANDOM,You'll let anyone,You'll let anyone join your book club.,NONE ABUSE
RANDOM,You'll let anyone,You'll let anyone give you a hand with your projects.,NONE ABUSE
RANDOM,You'll never,You'll never regret trying new things.,NONE ABUSE
RANDOM,You'll never,You'll never regret trying new things.,NONE ABUSE
RANDOM,You've been giving yourself a good workout raising,You've been giving yourself a good workout raising those beautiful plants in your garden.,NONE ABUSE
RANDOM,You've been giving yourself a good workout raising,You've been giving yourself a good workout raising those energetic puppies.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of excitement wherever you go.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of excitement wherever you go.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of excitement with your new idea.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of excitement wherever you go.,NONE ABUSE
RANDOM,You've redefined the term ... for me.,"You've redefined the term ""friendship"" for me.",NONE ABUSE
RANDOM,Your ... are beginning to show.,Your talents are beginning to show.,NONE ABUSE
RANDOM,Your ... are beginning to show.,Your talents are beginning to show.,NONE ABUSE
RANDOM,Your ... does not exist.,Your disinterest in drama does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your concern for work-life balance does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your worry about deadlines does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your fear of success does not exist.,NONE ABUSE
RANDOM,Your ... five minutes before you arrived.,Your friends came over five minutes before you arrived.,NONE ABUSE
RANDOM,Your ... in your nether regions.,Your comfort in your nether regions is important.,NONE ABUSE
RANDOM,Your ... is admirable.,Your dedication is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your dedication is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your dedication is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your dedication is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your dedication is admirable.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your resilience is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your enthusiasm is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your creativity is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your dedication to your hobbies is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your perseverance is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your dedication is astonishing.,NONE ABUSE
RANDOM,Your ... is in vain.,Your effort is in vain.,NONE ABUSE
RANDOM,Your ... is in vain.,Your effort is in vain.,NONE ABUSE
RANDOM,Your ... is in vain.,Your effort is in vain.,NONE ABUSE
RANDOM,Your ... is showing.,Your enthusiasm is showing.,NONE ABUSE
RANDOM,Your ... is showing.,Your enthusiasm is showing.,NONE ABUSE
RANDOM,Your ... is unmatched.,Your dedication is unmatched.,NONE ABUSE
RANDOM,Your ... is unmatched.,Your dedication is unmatched.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your resolve must be so strong to allow you to overcome challenges.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your determination must be so strong to allow you to overcome any challenge.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your patience must be so strong to allow you to deal with so many challenges.,NONE ABUSE
RANDOM,Your ... of what is ... is a talent.,Your perception of what is needed is a talent.,NONE ABUSE
RANDOM,Your ... of what is ... is a talent.,Your understanding of what is essential is a talent.,NONE ABUSE
RANDOM,Your ... seem to be declining.,Your energy levels seem to be declining.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to adapt to new situations has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to adapt to new situations has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to overcome challenges has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to overcome obstacles has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to bring people together has always inspired me.,NONE ABUSE
RANDOM,Your ability to ignore ... is astonishing.,Your ability to ignore distractions is astonishing.,NONE ABUSE
RANDOM,Your ability to ignore ... is astonishing.,Your ability to ignore distractions is astonishing.,NONE ABUSE
RANDOM,Your body proportions are ... than ...,Your body proportions are more athletic than most.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sense of humor.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sense of humor.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sense of humor.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sense of humor.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sense of humor.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sense of humor.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to recycling is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to recycling is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to continuous improvement is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to recycling is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to continuous improvement is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to recycling is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to recycling is praiseworthy.,NONE ABUSE
RANDOM,Your family must never be worried about ... with you around.,Your family must never be worried about running out of laughter with you around.,NONE ABUSE
RANDOM,Your heart made,Your heart made everyone's day brighter.,NONE ABUSE
RANDOM,Your imitation of ... is quite accurate.,Your imitation of a British accent is quite accurate.,NONE ABUSE
RANDOM,Your imitation of ... is quite accurate.,Your imitation of Elvis Presley is quite accurate.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of modern art is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of modern art is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of modern art is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of modern art is certainly radical.,NONE ABUSE
RANDOM,Your life is,Your life is an exciting adventure.,NONE ABUSE
