#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
RANDOM,You enjoy sharing your,You enjoy sharing your thoughts.,NONE ABUSE
RANDOM,You enjoy sharing your,You enjoy sharing your thoughts.,NONE ABUSE
RANDOM,You exude great,You exude greatness.,NONE ABUSE
RANDOM,You got a face that,You got a face that looks like a squid.,NONE ABUSE
RANDOM,You got a face that,You got a face that looks like a squid.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have,You have a sneeze.,NONE ABUSE
RANDOM,You have ... desires.,You have a lot of desires.,NONE ABUSE
RANDOM,You have a ... interest in ...,You have a vested interest in...,NONE ABUSE
RANDOM,You have a ... interest in ...,You have a vested interest in...,NONE ABUSE
RANDOM,You have a great,You have a great sense of humor.,NONE ABUSE
RANDOM,You have a great,You have a great sense of humor.,NONE ABUSE
RANDOM,You have a great,You have a great sense of humor.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of money.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of money.,NONE ABUSE
RANDOM,You have a lot of,You have a lot of money.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for sex.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for sex.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for sex.,NONE ABUSE
RANDOM,You have a rare and impressive talent for,You have a rare and impressive talent for sex.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for sex.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for sex.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for sex.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for sex.,NONE ABUSE
RANDOM,You have a real talent for,You have a real talent for sex.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for sex.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for sex.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for sex.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for sex.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for sex.,NONE ABUSE
RANDOM,You have a talent for,You have a talent for sex.,NONE ABUSE
RANDOM,You have a way of,You have a way of expressing yourself.,NONE ABUSE
RANDOM,You have a way of,You have a way of expressing yourself.,NONE ABUSE
RANDOM,You have always given me ... vibes.,You have always given me good vibes.,NONE ABUSE
RANDOM,You have always given me ... vibes.,You have always given me good vibes.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been to the store.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been to the store.,NONE ABUSE
RANDOM,You have definitely not been,You have definitely not been to the store.,NONE ABUSE
RANDOM,You have lost,You have lost your keys.,NONE ABUSE
RANDOM,You have lost,You have lost your keys.,NONE ABUSE
RANDOM,You have never,You have never been to the beach.,NONE ABUSE
RANDOM,You have never,You have never been to the beach.,NONE ABUSE
RANDOM,You have never,You have never been to the beach.,NONE ABUSE
RANDOM,You have never,You have never been to the beach.,NONE ABUSE
RANDOM,You have never,You have never been to the beach.,NONE ABUSE
RANDOM,You have no,You have no money.,NONE ABUSE
RANDOM,You have no,You have no money.,NONE ABUSE
RANDOM,You have no,You have no money.,NONE ABUSE
RANDOM,You have no,You have no money.,NONE ABUSE
RANDOM,You have no,You have no money.,NONE ABUSE
RANDOM,You have no,You have no money.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised your job over your family.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised your job over your family.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised your job over your family.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised your job over your family.,NONE ABUSE
RANDOM,You have obviously prioritised ... over ...,You have obviously prioritised your job over your family.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have potential to be,You have potential to be a great leader.,NONE ABUSE
RANDOM,You have some ... to do.,You have some work to do.,NONE ABUSE
RANDOM,You have some ... to do.,You have some work to do.,NONE ABUSE
RANDOM,You have some ... to do.,You have some work to do.,NONE ABUSE
RANDOM,You have taken ... too ...,You have taken too much medicine.,NONE ABUSE
RANDOM,You have taken ... too ...,You have taken too much medicine.,NONE ABUSE
RANDOM,You have turned ... into an art form.,You have turned snoring into an art form.,NONE ABUSE
RANDOM,You have very loose,You have very loose bowels.,NONE ABUSE
RANDOM,You have very loose,You have very loose bowels.,NONE ABUSE
RANDOM,You inspire,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire me to,You inspire me to be a better person.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to be more creative.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to be more creative.,NONE ABUSE
RANDOM,You inspire people to,You inspire people to be more creative.,NONE ABUSE
RANDOM,You keep the police,You keep the police.,NONE ABUSE
RANDOM,You lack,You lack a sense of humor.,NONE ABUSE
RANDOM,You lack,You lack a sense of humor.,NONE ABUSE
RANDOM,You lack,You lack a sense of humor.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no traces at all.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no traces at all.,NONE ABUSE
RANDOM,You leave no ... at all.,You leave no traces at all.,NONE ABUSE
RANDOM,You like creating,You like to create.,NONE ABUSE
RANDOM,You like creating,You like to create.,NONE ABUSE
RANDOM,You like to,You like to eat.,NONE ABUSE
RANDOM,You like to,You like to eat.,NONE ABUSE
RANDOM,You like to,You like to eat.,NONE ABUSE
RANDOM,You like to,You like to eat.,NONE ABUSE
RANDOM,You literally ... people.,You literally suck people.,NONE ABUSE
RANDOM,You live in,You live in a small town.,NONE ABUSE
RANDOM,"You look ..., you should ...","You look so cute, you should be a model.",NONE ABUSE
RANDOM,"You look ..., you should ...","You look so cute, you should be a model.",NONE ABUSE
RANDOM,You love,You love the smell of roses.,NONE ABUSE
RANDOM,You make,You make a lot of money.,NONE ABUSE
RANDOM,You make,You make a lot of money.,NONE ABUSE
RANDOM,You make,You make a lot of money.,NONE ABUSE
RANDOM,You make,You make a lot of money.,NONE ABUSE
RANDOM,You make,You make a lot of money.,NONE ABUSE
RANDOM,You make ... an activity to look forward to.,You make... an activity to look forward to.,NONE ABUSE
RANDOM,You make ... look happy.,You make me look happy.,NONE ABUSE
RANDOM,You make me want,You make me want to go to the beach.,NONE ABUSE
RANDOM,You make me want,You make me want to go to the beach.,NONE ABUSE
RANDOM,You make me want,You make me want to go to the beach.,NONE ABUSE
RANDOM,You make me want,You make me want to go to the beach.,NONE ABUSE
RANDOM,You may be missing some,You may be missing some.,NONE ABUSE
RANDOM,You may be missing some,You may be missing some.,NONE ABUSE
RANDOM,You must be,You must be a snob.,NONE ABUSE
RANDOM,You must be,You must be a snob.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must be the king of,You must be the king of the jungle.,NONE ABUSE
RANDOM,You must have missed the day they gave everyone,You must have missed the day they gave everyone a day off.,NONE ABUSE
RANDOM,You must have missed the day they gave everyone,You must have missed the day they gave everyone a day off.,NONE ABUSE
RANDOM,You must live in ... made of ...,You must live in a house made of bricks.,NONE ABUSE
RANDOM,You must love having people,You must love having people around.,NONE ABUSE
RANDOM,You must revel in,You must revel in the sex.,NONE ABUSE
RANDOM,You must revel in,You must revel in the sex.,NONE ABUSE
RANDOM,You must revel in,You must revel in the sex.,NONE ABUSE
RANDOM,You must save so much money,You must save so much money.,NONE ABUSE
RANDOM,You mustn't ... very often.,You mustn't eat very often.,NONE ABUSE
RANDOM,You mustn't ... very often.,You mustn't eat very often.,NONE ABUSE
RANDOM,You need to act,You need to act.,NONE ABUSE
RANDOM,You need to act,You need to act.,NONE ABUSE
RANDOM,You never seem to,You never seem to be able to.,NONE ABUSE
RANDOM,You never seem to,You never seem to be able to.,NONE ABUSE
RANDOM,You never seem to,You never seem to be able to.,NONE ABUSE
RANDOM,You never seem to,You never seem to be able to.,NONE ABUSE
RANDOM,You never waste,You never waste your time.,NONE ABUSE
RANDOM,You never waste,You never waste your time.,NONE ABUSE
RANDOM,You never waste,You never waste your time.,NONE ABUSE
RANDOM,You obviously wouldn't understand why,You obviously wouldn't understand why.,NONE ABUSE
RANDOM,You practically have a,You practically have a.,NONE ABUSE
RANDOM,You raise ... to a new level.,You raise the bar to a new level.,NONE ABUSE
RANDOM,"You really ..., regardless ...","You really like to eat, regardless of the cost.",NONE ABUSE
RANDOM,"You really ..., regardless ...","You really like to eat, regardless of the cost.",NONE ABUSE
RANDOM,You really do not,You really do not like the idea.,NONE ABUSE
RANDOM,You really do not,You really do not like the idea.,NONE ABUSE
RANDOM,You rely on,You rely on your friends.,NONE ABUSE
RANDOM,You rely on,You rely on your friends.,NONE ABUSE
RANDOM,You rely on,You rely on your friends.,NONE ABUSE
RANDOM,You reside with,You reside with your parents.,NONE ABUSE
RANDOM,You reside with,You reside with your parents.,NONE ABUSE
RANDOM,You reside with,You reside with your parents.,NONE ABUSE
RANDOM,You seem to,You seem to be a little sluggish.,NONE ABUSE
RANDOM,You seem to,You seem to be a little sluggish.,NONE ABUSE
RANDOM,You seem to,You seem to be a little sluggish.,NONE ABUSE
RANDOM,You seem to,You seem to be a little sluggish.,NONE ABUSE
RANDOM,You seem to,You seem to be a little sluggish.,NONE ABUSE
RANDOM,You seem to,You seem to be a little sluggish.,NONE ABUSE
RANDOM,You seem to have,You seem to have a lot of money.,NONE ABUSE
RANDOM,You seem to have,You seem to have a lot of money.,NONE ABUSE
RANDOM,You should,You should go to the store.,NONE ABUSE
RANDOM,You should,You should go to the store.,NONE ABUSE
RANDOM,You should,You should go to the store.,NONE ABUSE
RANDOM,You should compete in,You should compete in the Olympics.,NONE ABUSE
RANDOM,You should compete in,You should compete in the Olympics.,NONE ABUSE
RANDOM,You shouldn't be allowed to,You shouldn't be allowed to.,NONE ABUSE
RANDOM,You start more ... than ...,You start more sexy than sexy.,NONE ABUSE
RANDOM,You start more ... than ...,You start more sexy than sexy.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to the house.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to the house.,NONE ABUSE
RANDOM,You still need to find the keys to,You still need to find the keys to the house.,NONE ABUSE
RANDOM,You struggle to do things,You have a hard time doing things.,NONE ABUSE
RANDOM,You struggle to do things,You have a hard time doing things.,NONE ABUSE
RANDOM,You struggle to do things,You have a hard time doing things.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You sure do enjoy,You sure do enjoy eating at McDonald's.,NONE ABUSE
RANDOM,You take,You take a bite.,NONE ABUSE
RANDOM,You take,You take a bite.,NONE ABUSE
RANDOM,You take,You take a bite.,NONE ABUSE
RANDOM,You take,You take a bite.,NONE ABUSE
RANDOM,You take,You take a bite.,NONE ABUSE
RANDOM,You think you are,You think you are a snob.,NONE ABUSE
RANDOM,You think you are,You think you are a snob.,NONE ABUSE
RANDOM,You turn my,You turn my head.,NONE ABUSE
RANDOM,You turn my,You turn my head.,NONE ABUSE
RANDOM,You were mildly,You were mildly irritated.,NONE ABUSE
RANDOM,You will ... anyone.,You will never be able to please anyone.,NONE ABUSE
RANDOM,You will ... anyone.,You will never be able to please anyone.,NONE ABUSE
RANDOM,You will never be a,You will never be a sailor.,NONE ABUSE
RANDOM,You would be a good,You would be a good mother.,NONE ABUSE
RANDOM,You would be a good,You would be a good mother.,NONE ABUSE
RANDOM,You would be a good,You would be a good mother.,NONE ABUSE
RANDOM,You would be a good,You would be a good mother.,NONE ABUSE
RANDOM,You would be a good,You would be a good mother.,NONE ABUSE
RANDOM,You would be perfectly at home,You would be perfectly at home in the kitchen.,NONE ABUSE
RANDOM,You would do well,You would do well in the job.,NONE ABUSE
RANDOM,You would do well,You would do well in the job.,NONE ABUSE
RANDOM,You would do well,You would do well in the job.,NONE ABUSE
RANDOM,You would fit well in,You would fit well in the new job.,NONE ABUSE
RANDOM,You would look more,You would look more.,NONE ABUSE
RANDOM,You would look more,You would look more.,NONE ABUSE
RANDOM,You would make,You would make a great sailor.,NONE ABUSE
RANDOM,You would not be considered,You would not be considered for the job.,NONE ABUSE
RANDOM,You would not be considered,You would not be considered for the job.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't be able to do that.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't be able to do that.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't be able to do that.,NONE ABUSE
RANDOM,You wouldn't,You wouldn't be able to do that.,NONE ABUSE
RANDOM,You'd make ...,You'd make a great sailor.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell him how to be a good husband.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell him how to be a good husband.,NONE ABUSE
RANDOM,You'd tell ... how to be ...,You'd tell him how to be a good husband.,NONE ABUSE
RANDOM,You'll do well within the confines,You'll do well within the confines of the law.,NONE ABUSE
RANDOM,You'll do well within the confines,You'll do well within the confines of the law.,NONE ABUSE
RANDOM,You'll let anyone,You'll let anyone in.,NONE ABUSE
RANDOM,You'll let anyone,You'll let anyone in.,NONE ABUSE
RANDOM,You'll never,You'll never get a job.,NONE ABUSE
RANDOM,You'll never,You'll never get a job.,NONE ABUSE
RANDOM,You've been giving yourself a good workout raising,You've been giving yourself a good workout lifting.,NONE ABUSE
RANDOM,You've been giving yourself a good workout raising,You've been giving yourself a good workout lifting.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of trouble.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of trouble.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of trouble.,NONE ABUSE
RANDOM,You've caused a tornado of,You've caused a tornado of trouble.,NONE ABUSE
RANDOM,You've redefined the term ... for me.,You've redefined the term'sexy' for me.,NONE ABUSE
RANDOM,Your ... are beginning to show.,Your age is beginning to show.,NONE ABUSE
RANDOM,Your ... are beginning to show.,Your age is beginning to show.,NONE ABUSE
RANDOM,Your ... does not exist.,Your ear does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your ear does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your ear does not exist.,NONE ABUSE
RANDOM,Your ... does not exist.,Your ear does not exist.,NONE ABUSE
RANDOM,Your ... five minutes before you arrived.,Your... was a mess five minutes before you arrived.,NONE ABUSE
RANDOM,Your ... in your nether regions.,Your... in your nether regions.,NONE ABUSE
RANDOM,Your ... is admirable.,Your tenacity is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your tenacity is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your tenacity is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your tenacity is admirable.,NONE ABUSE
RANDOM,Your ... is admirable.,Your tenacity is admirable.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your memory is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your memory is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your memory is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your memory is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your memory is astonishing.,NONE ABUSE
RANDOM,Your ... is astonishing.,Your memory is astonishing.,NONE ABUSE
RANDOM,Your ... is in vain.,Your effort is in vain.,NONE ABUSE
RANDOM,Your ... is in vain.,Your effort is in vain.,NONE ABUSE
RANDOM,Your ... is in vain.,Your effort is in vain.,NONE ABUSE
RANDOM,Your ... is showing.,Your tummy is showing.,NONE ABUSE
RANDOM,Your ... is showing.,Your tummy is showing.,NONE ABUSE
RANDOM,Your ... is unmatched.,Your wit is unmatched.,NONE ABUSE
RANDOM,Your ... is unmatched.,Your wit is unmatched.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your ego must be so strong to allow you to do that.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your ego must be so strong to allow you to do that.,NONE ABUSE
RANDOM,Your ... must be so strong to allow ...,Your ego must be so strong to allow you to do that.,NONE ABUSE
RANDOM,Your ... of what is ... is a talent.,Your knowledge of what is is a talent.,NONE ABUSE
RANDOM,Your ... of what is ... is a talent.,Your knowledge of what is is a talent.,NONE ABUSE
RANDOM,Your ... seem to be declining.,Your... seem to be declining.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to be a good parent has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to be a good parent has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to be a good parent has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to be a good parent has always inspired me.,NONE ABUSE
RANDOM,Your ability to ... has always inspired me.,Your ability to be a good parent has always inspired me.,NONE ABUSE
RANDOM,Your ability to ignore ... is astonishing.,Your ability to ignore the screams is astonishing.,NONE ABUSE
RANDOM,Your ability to ignore ... is astonishing.,Your ability to ignore the screams is astonishing.,NONE ABUSE
RANDOM,Your body proportions are ... than ...,Your body proportions are more feminine than masculine.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sex.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sex.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sex.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sex.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sex.,NONE ABUSE
RANDOM,Your brother was just saying how much he appreciates your,Your brother was just saying how much he appreciates your sex.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the church is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the church is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the church is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the church is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the church is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the church is praiseworthy.,NONE ABUSE
RANDOM,Your commitment to ... is praiseworthy.,Your commitment to the church is praiseworthy.,NONE ABUSE
RANDOM,Your family must never be worried about ... with you around.,Your family must never be worried about you with you around.,NONE ABUSE
RANDOM,Your heart made,Your heart made you do it.,NONE ABUSE
RANDOM,Your imitation of ... is quite accurate.,Your imitation of a sailor is quite accurate.,NONE ABUSE
RANDOM,Your imitation of ... is quite accurate.,Your imitation of a sailor is quite accurate.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of the Bible is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of the Bible is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of the Bible is certainly radical.,NONE ABUSE
RANDOM,Your interpretation of ... is certainly radical.,Your interpretation of the Bible is certainly radical.,NONE ABUSE
RANDOM,Your life is,Your life is a mess.,NONE ABUSE
RANDOM,Your life is,Your life is a mess.,NONE ABUSE
RANDOM,Your life is far from,Your life is far from boring.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of ice cream is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of ice cream is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of ice cream is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of ice cream is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of ice cream is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of ice cream is astounding.,NONE ABUSE
RANDOM,Your love of ... is astounding.,Your love of ice cream is astounding.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be.,NONE ABUSE
RANDOM,Your main hobby must be,Your main hobby must be.,NONE ABUSE
RANDOM,Your sexual preferences are,Your sexual preferences are a little strange.,NONE ABUSE
RANDOM,Your sexual preferences are,Your sexual preferences are a little strange.,NONE ABUSE
You are a blasphemer.,We won't be seeing you in,We won't be seeing you in church.,ABUSE
You are a blasphemer.,You are,You are a blasphemer.,ABUSE
You are a blasphemer.,You are,You are a blasphemer.,ABUSE
You are a blasphemer.,You are,You are a blasphemer.,ABUSE
You are a blasphemer.,You are,You are a blasphemer.,ABUSE
You are a blasphemer.,You are ... favourite.,You are my favourite.,ABUSE
You are a blasphemer.,You are not,You are not a blasphemer.,NONE ABUSE
You are a blasphemer.,You don't,You don't believe in God.,NONE ABUSE
You are a blasphemer.,You take,You take a lot of drugs.,NONE ABUSE
You are a bootlicker.,You are,You are a sycophant.,ABUSE
You are a bootlicker.,You are,You are a sycophant.,NONE ABUSE
You are a bootlicker.,You are not,You are not a snob.,ABUSE
You are a bootlicker.,You are not very,You are not very smart.,NONE ABUSE
You are a bootlicker.,You have,You have a tendency to please.,NONE ABUSE
You are a bootlicker.,You have turned ... into an art form.,You have turned bootlicking into an art form.,ABUSE
You are a bootlicker.,You like to,You like to be praised.,NONE ABUSE
You are a bootlicker.,You like to,You like to be praised.,NONE ABUSE
You are a cretin.,... wasn't your strong point.,It wasn't your strong point.,ABUSE
You are a cretin.,You are not bothered by,You are not bothered by the fact that you are a cretin.,ABUSE
You are a cretin.,"You could've gone to ..., if you knew ...","You could've gone to..., if you knew...",ABUSE
You are a cretin.,You have,You have a stutter.,ABUSE
You are a cretin.,You have,You have a stutter.,ABUSE
You are a criminal.,Even ... would be shocked by your actions.,Even a criminal would be shocked by your actions.,ABUSE
You are a criminal.,I'll visit you,I'll visit you in jail.,ABUSE
You are a criminal.,"I'm looking forward to ..., where you ...","I'm looking forward to the day, where you get arrested.",ABUSE
You are a criminal.,You are not,You are not a criminal.,NONE ABUSE
You are a criminal.,You have,You have a criminal record.,NONE ABUSE
You are a criminal.,You have,You have a criminal record.,ABUSE
You are a criminal.,You have a rare and impressive talent for,You have a rare and impressive talent for stealing.,ABUSE
You are a criminal.,You have always given me ... vibes.,You have always given me bad vibes.,ABUSE
You are a criminal.,You keep the police,You keep the police busy.,ABUSE
You are a criminal.,You like to,You like to steal.,ABUSE
You are a criminal.,You should,You should be in jail.,ABUSE
You are a criminal.,You'll do well within the confines,You'll do well in prison.,ABUSE
You are a drug addict.,You are,You are a drug user.,NONE ABUSE
You are a drug addict.,You are,You are a drug addict.,ABUSE
You are a drug addict.,You have,You have a problem with drugs.,NONE ABUSE
You are a drug addict.,You have,You have a problem with drugs.,NONE ABUSE
You are a drug addict.,You never waste,You never waste your money on drugs.,ABUSE
You are a drug addict.,You practically have a,You practically have a drug problem.,ABUSE
You are a drug addict.,You rely on,You rely on drugs.,NONE ABUSE
You are a hooligan.,When you walk the streets,"When you walk the streets, you are a hooligan.",ABUSE
You are a hooligan.,You are single-handedly,You are single-handedly ruining the game.,ABUSE
You are a hooligan.,You are the reason ... have ...,You are the reason I have a headache.,ABUSE
You are a hooligan.,You have no,You have no respect for authority.,NONE ABUSE
You are a hooligan.,You should,You should be a good citizen.,NONE ABUSE
You are a hooligan.,Your ... is astonishing.,Your rage is astonishing.,ABUSE
You are a macho.,Some might say it is surprising you have the power,Some might say it is surprising you have the power.,ABUSE
You are a macho.,You don't have,You don't have a sex life.,NONE ABUSE
You are a macho.,You exude,You exude masculinity.,NONE ABUSE
You are a macho.,You have,You have a macho.,ABUSE
You are a macho.,You have,You have a macho.,ABUSE
You are a macho.,You have obviously prioritised ... over ...,You have obviously prioritised your ego over your family.,ABUSE
You are a macho.,You like to,You like to play with your toys.,NONE ABUSE
You are a macho.,Your ... is showing.,Your sex is showing.,ABUSE
You are a murderer.,... peoples' lives.,You are a person who takes other people's lives.,ABUSE
You are a murderer.,I bet people in your presence don't ... for too long.,I bet people in your presence don't stay for too long.,ABUSE
You are a murderer.,You are,You are a murderer.,ABUSE
You are a murderer.,You are,You are a murderer.,ABUSE
You are a murderer.,You do not have ... for ...,You do not have a conscience for murder.,ABUSE
You are a murderer.,You'd make ...,You'd make a good assassin.,ABUSE
You are a pain in the neck.,Being around you is,Being around you is a pain in the neck.,ABUSE
You are a pain in the neck.,Being around you is,Being around you is a pain in the neck.,ABUSE
You are a pain in the neck.,I am glad we can,I am glad we can get rid of you.,ABUSE
You are a pain in the neck.,I see you take pride in,I see you take pride in being a jerk.,ABUSE
You are a pain in the neck.,I would prefer you,I would prefer you to be a thorn in my side.,ABUSE
You are a pain in the neck.,You are,You are a pain in the neck.,ABUSE
You are a pain in the neck.,You are,You are a pain in the neck.,ABUSE
You are a pain in the neck.,You are not easy to,You are not easy to get along with.,ABUSE
You are a pain in the neck.,You are starting to,You are starting to be a pain in the neck.,ABUSE
You are a pain in the neck.,You have,You have a bad temper.,ABUSE
You are a pain in the neck.,You have a rare and impressive talent for,You have a rare and impressive talent for being a pain in the neck.,ABUSE
You are a pain in the neck.,You inspire people to,You inspire people to be a pain in the neck.,ABUSE
You are a pain in the neck.,"You look ..., you should ...","You look like a snob, you should be ashamed.",ABUSE
